Time,ZN_1_FLR_1_SEC_1::Des Heat Load [W],ZN_1_FLR_1_SEC_1:SUMMERDESIGNPERIOD:Des Sens Cool Load [W],ZN_1_FLR_1_SEC_1::Des Heat Mass Flow [kg/s],ZN_1_FLR_1_SEC_1:SUMMERDESIGNPERIOD:Des Cool Mass Flow [kg/s],ZN_1_FLR_1_SEC_2::Des Heat Load [W],ZN_1_FLR_1_SEC_2:SUMMERDESIGNPERIOD:Des Sens Cool Load [W],ZN_1_FLR_1_SEC_2::Des Heat Mass Flow [kg/s],ZN_1_FLR_1_SEC_2:SUMMERDESIGNPERIOD:Des Cool Mass Flow [kg/s],ZN_1_FLR_1_SEC_3:WINTERDESIGNPERIOD:Des Heat Load [W],ZN_1_FLR_1_SEC_3:SUMMERDESIGNPERIOD:Des Sens Cool Load [W],ZN_1_FLR_1_SEC_3:WINTERDESIGNPERIOD:Des Heat Mass Flow [kg/s],ZN_1_FLR_1_SEC_3:SUMMERDESIGNPERIOD:Des Cool Mass Flow [kg/s],ZN_1_FLR_1_SEC_4::Des Heat Load [W],ZN_1_FLR_1_SEC_4:SUMMERDESIGNPERIOD:Des Sens Cool Load [W],ZN_1_FLR_1_SEC_4::Des Heat Mass Flow [kg/s],ZN_1_FLR_1_SEC_4:SUMMERDESIGNPERIOD:Des Cool Mass Flow [kg/s],ZN_1_FLR_1_SEC_5:WINTERDESIGNPERIOD:Des Heat Load [W],ZN_1_FLR_1_SEC_5:SUMMERDESIGNPERIOD:Des Sens Cool Load [W],ZN_1_FLR_1_SEC_5:WINTERDESIGNPERIOD:Des Heat Mass Flow [kg/s],ZN_1_FLR_1_SEC_5:SUMMERDESIGNPERIOD:Des Cool Mass Flow [kg/s]
11:45:00,0.000000E+00,8.074803E+03,0.000000E+00,7.912774E-01,0.000000E+00,9.327019E+03,0.000000E+00,9.139776E-01,0.000000E+00,7.980226E+03,0.000000E+00,7.820090E-01,0.000000E+00,7.598764E+03,0.000000E+00,7.446311E-01,0.000000E+00,1.214237E+04,0.000000E+00,1.189733E+00
12:00:00,0.000000E+00,8.095286E+03,0.000000E+00,7.932853E-01,0.000000E+00,9.271938E+03,0.000000E+00,9.085820E-01,0.000000E+00,7.970902E+03,0.000000E+00,7.810962E-01,0.000000E+00,7.633210E+03,0.000000E+00,7.480071E-01,0.000000E+00,1.197047E+04,0.000000E+00,1.172890E+00
12:15:00,0.000000E+00,8.128814E+03,0.000000E+00,7.965712E-01,0.000000E+00,9.192337E+03,0.000000E+00,9.007826E-01,0.000000E+00,7.975448E+03,0.000000E+00,7.815422E-01,0.000000E+00,7.676097E+03,0.000000E+00,7.522102E-01,0.000000E+00,1.181657E+04,0.000000E+00,1.157811E+00
12:30:00,0.000000E+00,8.172645E+03,0.000000E+00,8.008667E-01,0.000000E+00,9.080600E+03,0.000000E+00,8.898335E-01,0.000000E+00,7.991501E+03,0.000000E+00,7.831158E-01,0.000000E+00,7.725351E+03,0.000000E+00,7.570369E-01,0.000000E+00,1.167758E+04,0.000000E+00,1.144193E+00
12:45:00,0.000000E+00,8.225075E+03,0.000000E+00,8.060046E-01,0.000000E+00,8.963120E+03,0.000000E+00,8.783214E-01,0.000000E+00,8.023755E+03,0.000000E+00,7.862768E-01,0.000000E+00,7.789302E+03,0.000000E+00,7.633038E-01,0.000000E+00,1.155099E+04,0.000000E+00,1.131790E+00
13:00:00,0.000000E+00,8.287551E+03,0.000000E+00,8.121269E-01,0.000000E+00,8.874054E+03,0.000000E+00,8.695939E-01,0.000000E+00,8.077883E+03,0.000000E+00,7.915813E-01,0.000000E+00,7.901906E+03,0.000000E+00,7.743384E-01,0.000000E+00,1.143605E+04,0.000000E+00,1.120528E+00
13:15:00,0.000000E+00,8.352668E+03,0.000000E+00,8.185080E-01,0.000000E+00,8.844275E+03,0.000000E+00,8.666766E-01,0.000000E+00,8.147590E+03,0.000000E+00,7.984125E-01,0.000000E+00,8.080679E+03,0.000000E+00,7.918576E-01,0.000000E+00,1.133260E+04,0.000000E+00,1.110393E+00
13:30:00,0.000000E+00,8.427847E+03,0.000000E+00,8.258750E-01,0.000000E+00,8.884134E+03,0.000000E+00,8.705836E-01,0.000000E+00,8.240981E+03,0.000000E+00,8.075644E-01,0.000000E+00,8.309196E+03,0.000000E+00,8.142513E-01,0.000000E+00,1.124025E+04,0.000000E+00,1.101344E+00
13:45:00,0.000000E+00,8.508346E+03,0.000000E+00,8.337634E-01,0.000000E+00,8.955654E+03,0.000000E+00,8.775933E-01,0.000000E+00,8.343704E+03,0.000000E+00,8.176308E-01,0.000000E+00,8.582401E+03,0.000000E+00,8.410239E-01,0.000000E+00,1.115816E+04,0.000000E+00,1.093300E+00
14:00:00,0.000000E+00,8.588108E+03,0.000000E+00,8.415795E-01,0.000000E+00,9.029853E+03,0.000000E+00,8.848651E-01,0.000000E+00,8.443687E+03,0.000000E+00,8.274285E-01,0.000000E+00,8.861586E+03,0.000000E+00,8.683822E-01,0.000000E+00,1.108379E+04,0.000000E+00,1.086014E+00
14:15:00,0.000000E+00,8.664043E+03,0.000000E+00,8.490205E-01,0.000000E+00,9.085067E+03,0.000000E+00,8.902759E-01,0.000000E+00,8.536610E+03,0.000000E+00,8.365341E-01,0.000000E+00,9.121117E+03,0.000000E+00,8.938139E-01,0.000000E+00,1.101440E+04,0.000000E+00,1.079215E+00
14:30:00,0.000000E+00,8.724727E+03,0.000000E+00,8.549669E-01,0.000000E+00,9.117212E+03,0.000000E+00,8.934257E-01,0.000000E+00,8.610523E+03,0.000000E+00,8.437767E-01,0.000000E+00,9.374305E+03,0.000000E+00,9.186234E-01,0.000000E+00,1.094744E+04,0.000000E+00,1.072654E+00
14:45:00,0.000000E+00,8.770920E+03,0.000000E+00,8.594931E-01,0.000000E+00,9.142547E+03,0.000000E+00,8.959080E-01,0.000000E+00,8.670521E+03,0.000000E+00,8.496556E-01,0.000000E+00,9.596453E+03,0.000000E+00,9.403913E-01,0.000000E+00,1.088094E+04,0.000000E+00,1.066138E+00
15:00:00,0.000000E+00,8.804715E+03,0.000000E+00,8.628044E-01,0.000000E+00,9.165348E+03,0.000000E+00,8.981422E-01,0.000000E+00,8.718552E+03,0.000000E+00,8.543619E-01,0.000000E+00,9.783361E+03,0.000000E+00,9.587056E-01,0.000000E+00,1.081421E+04,0.000000E+00,1.059600E+00
15:15:00,0.000000E+00,8.822354E+03,0.000000E+00,8.645326E-01,0.000000E+00,9.195325E+03,0.000000E+00,9.010796E-01,0.000000E+00,8.750897E+03,0.000000E+00,8.575312E-01,0.000000E+00,9.942113E+03,0.000000E+00,9.742607E-01,0.000000E+00,1.074699E+04,0.000000E+00,1.053014E+00
15:30:00,0.000000E+00,8.828275E+03,0.000000E+00,8.651126E-01,0.000000E+00,9.233495E+03,0.000000E+00,9.048200E-01,0.000000E+00,8.770577E+03,0.000000E+00,8.594593E-01,0.000000E+00,1.006970E+04,0.000000E+00,9.867623E-01,0.000000E+00,1.067967E+04,0.000000E+00,1.046418E+00
15:45:00,0.000000E+00,8.825907E+03,0.000000E+00,8.648803E-01,0.000000E+00,9.273560E+03,0.000000E+00,9.087462E-01,0.000000E+00,8.784101E+03,0.000000E+00,8.607843E-01,0.000000E+00,1.018224E+04,0.000000E+00,9.977890E-01,0.000000E+00,1.061261E+04,0.000000E+00,1.039848E+00
16:00:00,0.000000E+00,8.815097E+03,0.000000E+00,8.638208E-01,0.000000E+00,9.313575E+03,0.000000E+00,9.126674E-01,0.000000E+00,8.796159E+03,0.000000E+00,8.619657E-01,0.000000E+00,1.028692E+04,0.000000E+00,1.008046E+00,0.000000E+00,1.054595E+04,0.000000E+00,1.033316E+00
16:15:00,0.000000E+00,8.809521E+03,0.000000E+00,8.632744E-01,0.000000E+00,9.346409E+03,0.000000E+00,9.158848E-01,0.000000E+00,8.823807E+03,0.000000E+00,8.646749E-01,0.000000E+00,1.037967E+04,0.000000E+00,1.017134E+00,0.000000E+00,1.047966E+04,0.000000E+00,1.026821E+00
16:30:00,0.000000E+00,8.807115E+03,0.000000E+00,8.630386E-01,0.000000E+00,9.367728E+03,0.000000E+00,9.179737E-01,0.000000E+00,8.867484E+03,0.000000E+00,8.689551E-01,0.000000E+00,1.046314E+04,0.000000E+00,1.025313E+00,0.000000E+00,1.041392E+04,0.000000E+00,1.020380E+00
16:45:00,0.000000E+00,8.807989E+03,0.000000E+00,8.631244E-01,0.000000E+00,9.377657E+03,0.000000E+00,9.189466E-01,0.000000E+00,8.918447E+03,0.000000E+00,8.739492E-01,0.000000E+00,1.053497E+04,0.000000E+00,1.032351E+00,0.000000E+00,1.034859E+04,0.000000E+00,1.013979E+00
17:00:00,0.000000E+00,8.813667E+03,0.000000E+00,8.636809E-01,0.000000E+00,9.375461E+03,0.000000E+00,9.187312E-01,0.000000E+00,8.970296E+03,0.000000E+00,8.790301E-01,0.000000E+00,1.058974E+04,0.000000E+00,1.037718E+00,0.000000E+00,1.028324E+04,0.000000E+00,1.007576E+00
17:15:00,0.000000E+00,8.815988E+03,0.000000E+00,8.639085E-01,0.000000E+00,9.362396E+03,0.000000E+00,9.174507E-01,0.000000E+00,9.006531E+03,0.000000E+00,8.825808E-01,0.000000E+00,1.062490E+04,0.000000E+00,1.041163E+00,0.000000E+00,1.021752E+04,0.000000E+00,1.001137E+00
17:30:00,0.000000E+00,8.815369E+03,0.000000E+00,8.638478E-01,0.000000E+00,9.338746E+03,0.000000E+00,9.151330E-01,0.000000E+00,9.021601E+03,0.000000E+00,8.840572E-01,0.000000E+00,1.063214E+04,0.000000E+00,1.041871E+00,0.000000E+00,1.015051E+04,0.000000E+00,9.945709E-01
17:45:00,0.000000E+00,8.807029E+03,0.000000E+00,8.630307E-01,0.000000E+00,9.303139E+03,0.000000E+00,9.116438E-01,0.000000E+00,9.017424E+03,0.000000E+00,8.836475E-01,0.000000E+00,1.059072E+04,0.000000E+00,1.037813E+00,0.000000E+00,1.008190E+04,0.000000E+00,9.878482E-01
18:00:00,0.000000E+00,8.786765E+03,0.000000E+00,8.610449E-01,0.000000E+00,9.254983E+03,0.000000E+00,9.069247E-01,0.000000E+00,8.992217E+03,0.000000E+00,8.811771E-01,0.000000E+00,1.049946E+04,0.000000E+00,1.028869E+00,0.000000E+00,1.001167E+04,0.000000E+00,9.809671E-01
18:15:00,0.000000E+00,8.749876E+03,0.000000E+00,8.574299E-01,0.000000E+00,9.188817E+03,0.000000E+00,9.004409E-01,0.000000E+00,8.945727E+03,0.000000E+00,8.766211E-01,0.000000E+00,1.036676E+04,0.000000E+00,1.015865E+00,0.000000E+00,9.939308E+03,0.000000E+00,9.738769E-01
18:30:00,0.000000E+00,8.694879E+03,0.000000E+00,8.520405E-01,0.000000E+00,9.104671E+03,0.000000E+00,8.921951E-01,0.000000E+00,8.879521E+03,0.000000E+00,8.701332E-01,0.000000E+00,1.021039E+04,0.000000E+00,1.000541E+00,0.000000E+00,9.864327E+03,0.000000E+00,9.665303E-01
18:45:00,0.000000E+00,8.624100E+03,0.000000E+00,8.451045E-01,0.000000E+00,9.004754E+03,0.000000E+00,8.824039E-01,0.000000E+00,8.799752E+03,0.000000E+00,8.623163E-01,0.000000E+00,1.004900E+04,0.000000E+00,9.847261E-01,0.000000E+00,9.786010E+03,0.000000E+00,9.588566E-01
19:00:00,0.000000E+00,8.538643E+03,0.000000E+00,8.367302E-01,0.000000E+00,8.886299E+03,0.000000E+00,8.707962E-01,0.000000E+00,8.706553E+03,0.000000E+00,8.531834E-01,0.000000E+00,9.798510E+03,0.000000E+00,9.601805E-01,0.000000E+00,9.702582E+03,0.000000E+00,9.506823E-01
19:15:00,0.000000E+00,6.371304E+03,0.000000E+00,6.243454E-01,0.000000E+00,6.619876E+03,0.000000E+00,6.487024E-01,0.000000E+00,6.494785E+03,0.000000E+00,6.364450E-01,0.000000E+00,7.269103E+03,0.000000E+00,7.123178E-01,0.000000E+00,7.245527E+03,0.000000E+00,7.099341E-01
19:30:00,0.000000E+00,4.224372E+03,0.000000E+00,4.139604E-01,0.000000E+00,4.381894E+03,0.000000E+00,4.293955E-01,0.000000E+00,4.306825E+03,0.000000E+00,4.220398E-01,0.000000E+00,4.774338E+03,0.000000E+00,4.678496E-01,0.000000E+00,4.808494E+03,0.000000E+00,4.711478E-01
19:45:00,0.000000E+00,2.099784E+03,0.000000E+00,2.057649E-01,0.000000E+00,2.173426E+03,0.000000E+00,2.129808E-01,0.000000E+00,2.140047E+03,0.000000E+00,2.097103E-01,0.000000E+00,2.321375E+03,0.000000E+00,2.274775E-01,0.000000E+00,2.392627E+03,0.000000E+00,2.344354E-01
20:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
20:15:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
20:30:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
20:45:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
21:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
21:15:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
21:30:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
21:45:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
22:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
22:15:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
22:30:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
22:45:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
23:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
23:15:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
23:30:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
23:45:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
24:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
Peak,0.000000E+00,9.821575E+03,0.000000E+00,9.566377E-01,0.000000E+00,1.155666E+04,0.000000E+00,1.118281E+00,1.182213E+02,1.008499E+04,6.101743E-03,9.816608E-01,0.000000E+00,1.063214E+04,0.000000E+00,1.041871E+00,2.227713E+03,1.699475E+04,1.149644E-01,1.654984E+00

Peak Vol Flow (m3/s),,,0.000000E+00,7.995459E-01,,,0.000000E+00,9.346449E-01,,,5.099760E-03,8.204599E-01,,,0.000000E+00,8.707831E-01,,,9.608585E-02,1.383215E+00
